"Details
Project",Street,City,State,Zip
75-11776-00,W Herndon Ave & Bryan Ave  ,Fresno,CA,93722
75-11777-00,2804 Midway Drive  ,San Diego,CA,92110
75-11778-00,6850 E. Green Lake Way N.  ,Seattle,WA,98115
75-11779-00,691 W 11th Street  ,Tracy,CA,95376
75-11779-10,  ,Tracy,CA,95376
75-11780-00,424 Roseville Square  ,Roseville,CA,95878
75-11781-00,701 Portola Drive  ,San Francisco,CA,94127
75-11782-00,NEC of Plum Canyon Road adn Farrell Road  ,Santa Clarita,CA,91350
75-11783-00,1789 Hillsdale Avenue  ,San Jose,CA,91524
75-11784-00,Compton Blvd and Sante Fe Avenue  ,Compton,CA,90221
75-11785-00,630 N. Euclid Street  ,Anaheim,CA,
75-11786-00,SEC Los Alamaitos Blvd & Sausalito Street  ,Los Alamitos,CA,90720
75-11786-01,SEC Los Alamaitos Blvd & Sausalito Street  ,Los Alamitos,CA,90720
75-11786-02,SEC Los Alamitos & Sausalito St.  ,Los Alamitos,CA,90720
75-11787-00,Atlantic Blvd. & Southern Place  ,South Gate,CA,90280
75-11787-01,Atlantic Avenue & Southern Place  ,South Gate,CA,90280
75-11788-00,23101 Sherman Place  ,Los Angeles,CA,91307
75-11789-00,SEC Sate Highway 60 & Pedley Road  ,Glen Avon,CA,92509
75-11790-00,Euclid Street and 10 Fwy  ,Redlands,CA,92374
75-11791-00,Euclid Street and 10 Fwy  ,Redlands,CA,
75-11792-00,Euclid Street and 10 Fwy  ,Redlands,CA,
75-11793-00,Euclid Street and 10 Fwy  ,Redlands,CA,
75-117A1-01,Figueroa & Vernon  ,Los Angeles,CA,90037
75-117A2-00,18204 Gale Avenue  ,City of Industry,CA,91748
75-117A2-01,18204 Gale Avenue  ,City of Industry,CA,91748
75-117A2-02,18204 Gale Avenue  ,City of Industry,CA,91748
75-117A2-03,18204 Gale Avenue  ,City of Industry,CA,91748
75-117A3-00,1401 E. Katella Ave.  ,Orange,CA,92867
75-117A4-00,23631-A El Toro Road  ,El Toro,CA,92630
75-117A5-00,410 Manhattan Beach  ,Manhattan Beach,CA,90266
75-117A6-00,SWC Westgate Parkway & Davis Street  ,San Leandro,CA,94577
75-117A7-00,NEC Woodman & Roscoe  ,Panorama City,CA,91402
75-117A8-00,East Alondra Boulevard  ,Norwalk,CA,90650
75-117A9-00,SEC Arrow & Citrus  ,Covina,CA,91722
75-117B1-00,SEC Colima & Brea Canyon Cutoff  ,Walnut,CA,91789
75-117B2-00,Western & Lomita  ,Los Angeles,CA,90710
75-117B3-00,SWC Rosedale & Calloway  ,Bakersfield,CA,93312
75-117B4-00,47th Street  ,Palmdale,CA,93552
75-117B4-10,47th Street  ,Palmdale,CA,
75-117B5-00,924 East Foothill Blvd.  ,Rialto,CA,92376
75-117B6-00,609 Pacific Coast Hwy  ,Redondo Beach,CA,90277
75-117B7-00,Barton & Mt. Vernon  ,Grand Terrace,CA,92313
75-117B7-01,Barton & Mt. Vernon  ,Grand Terrace,CA,92313
75-117B8-00,NWC Barton Road & Mt Vernon Ave.  ,Grand Terrace,CA,92313
75-117B8-01,NWC Barton Rod & Mt. Vernon Ave.  ,Grand Terrace,CA,92313
75-117B9-00,NWC Ventura & De Soto  ,Woodland Hills,CA,91364
75-117C1-00,18661 Devonshire Street  ,Northridge,CA,91324
75-117C3-00,NWC Bouquet Canyon & Urbandale  ,Santa Clarita,CA,
75-117C4-00,  ,Glendale,CA,91204
75-117C5-00,600 E. Broadway  ,Long Beach,CA,90802
75-117C6-00,Sepulveda & Washington  ,Culver City,CA,90232
75-117C6-01,NEC Washington & Sepulveda  ,Culver City,CA,
75-117C6-02,NEC Washington & Sepulveda  ,Culver City,CA,
75-117C6-03,NEC Washington & Sepulveda  ,Culver City,CA,
75-117C7-00,SEC Canada Road and Interstate 40  ,Lakeland,TN,38002
75-117C9-00,3rd & La Brea  ,Los Angeles,CA,90036
75-117D1-00,  ,Ventura,CA,93003
75-117D2-00,SWC Borchard & Thompson  ,Ventura,CA,
75-117D3-00,  ,Rancho Cucamonga,CA,91730
75-117D4-00,  ,Rancho Cucamonga,CA,91730
75-117D5-00,NWC Fair Oaks & Orange Grove  ,Pasadena,CA,91103
75-117D6-00,SEC Ventura & Encino  ,Encino,CA,91361
75-117D7-00,NEC San Pablo Avenue and Sycamore Avenue  ,Hercules,CA,94547
75-117D8-00,NEC Wood Ranch Pkwy & Country Club Drive  ,Simi Valley,CA,93065
75-117D8-01,Country Club Drive  ,Simi Valley,CA,93065
75-117D8-02,Country Club Drive  ,Simi Valley,CA,
75-117D8-03,Country Club Drive  ,Simi Valley,CA,
75-117D8-04,Country Club Drive  ,Simi Valley,CA,93065
75-117D8-99,Country Club Drive  ,Simi Valley,CA,
75-117D9-00,204 Sunset Cliffs Blvd  ,Ocean Beach,CA,92107
75-117E2-00,19105 Bear Valley Road  ,Apple Valley,CA,92308
75-117E3-00,135 West Bonita Ave  ,San Dimas,CA,91773
75-117E4-00,SWC Westgate Parkway & Davis Street  ,San Leandro,CA,94577
75-117E5-00,824 E. Villa St.  ,Pasadena,CA,91101
75-117E6-00,29-3138 Santa Clarita-CA 16550 W. Soledad CANY ,Santa Clarita,CA,91351
75-117E7-00,NWC Ventura & Lindley  ,Tarzana,CA,91316
75-117E8-00,SWC Colorado & Glendale  ,Glendale,CA,91205
75-117E9-00,1005 Broadbeck Drive  ,Thousand Oaks,CA,91320
75-117F1-00,1815 Hawthorne Blvd Suite 103 ,Redondo Beach,CA,90278
75-117F2-00,1815 Hawthorne Blvd Suite 105 ,Redondo Beach,CA,90278
75-117F3-00,Etiwanda Buisness Park  ,Ontario,CA,
75-117F4-00,SEC Bear Valley Road and Jess Ranch  ,Apple Valley,CA,92308
75-117F5-00,Samrt & Final #494 12170 Central Avenue ,Chino,CA,91710
75-117F5-01,Smnart & Final #494 12170 Central Avenue ,Chino,CA,91710
75-117F6-00,Smart & Final # 471 3708 W Burbank Blvd. ,Burbank,CA,91505
75-117F7-00,Victoria & Gaviota  ,Ventura,CA,93003
75-117F8-00,Rancho Vista & 30th  ,Palmdale,CA,
75-117F9-00,Lankerhsam & Oxnard  ,North Hollywood,CA,
75-117G1-00,  ,Fremont,CA,94538
75-117G2-00,15424 Sunset Blvd  ,Pacific Palisades,CA,90272
75-117G2-01,15424 Sunset Blvd  ,Pacific Palisades,CA,90272
75-117G3-00,2151 Avenue of the Stars  ,Century City,CA,90067
75-117G4-00,Ventura Blvd and Kester Ave  ,Sherman Oaks,CA,91403
75-117G5-00,7311 N. Figuera Street  ,Eagle Rock,CA,90041
75-117G6-00,Woodman and Roscoe  ,Panorama City,CA,91402
75-117G8-00,Buena Vista & Burbank  ,Burbank,CA,
75-117G9-00,"2345 E. Colorado Blvd., Suite 195  ",Pasadena,CA,91101
75-117H1-00,Various Locations  ,Los Angeles,CA,91206
75-117H2-00,Aviation & 10th  ,Hermosa Beach,CA,90254
75-117H3-00,Imperial Hwy & Santa Gertrudes  ,La Mirada,CA,90638
75-117H4-00,Various Locations  ,Glendale,CA,91206
75-117H5-00,44410-44790 Valley Central Way  ,Lancaster,CA,93536
75-117H6-00,44410-44790 Valley Central Way  ,Lancaster,CA,93536
75-117H7-00,8731 Prestige Ct.  ,Rancho Cucamonga,CA,91730
75-117H8-00,  ,Arcadia,CA,91007
75-117H8-01,400 S Baldwin Ave  ,Santa Anita,CA,91007
75-117H9-00,4114 Sepulveda Blvd  ,Culver City,CA,90232
75-117H9-01,4114 Sepulveda Blvd  ,Culver City,CA,90232
75-117H9-02,4114 Sepulveda Blvd.  ,Culver City,CA,90230
75-117J1-00,Imperial & Harbor  ,Fullerton,CA,90631
75-117J2-00,  ,Glendale,CA,91204
75-117J4-00,NWVC Hawthorne & Silver Spur  ,Rolling Hills,CA,90274
75-117J5-00,10931 Alondra Blvd.  ,Norwalk,CA,90650
75-117J6-00,SEC Monroe 42nd  ,Indio,CA,92203
75-117J7-00,  ,Los Banos,CA,
75-117J8-00,Various  ,Los Angeles,CA,91206
75-117J9-00,NWC Gonzalez & Rose Avenue  ,Oxnard,CA,93030
75-117J9-01,Gonzalez Road and Rose Avenue  ,Oxnard,CA,93030
75-11809-00,  ,San Francisco Bay Area,CA,94104
75-11904-01,110 Pine Street  ,Long Beach,CA,
75-11905-01,1660 7th Street  ,Santa Monica,CA,90401
75-11907-00,  ,Los Angeles,CA,
75-11908-00,Various Locations  ,Cloverdale,CA,
75-11909-00,116 Rocky Point Road  ,Palos Verdes Estates,CA,90274
75-11910-00,  ,Irvine,CA,
75-11911-00,450 North Doheny Road  ,Beverly Hills,CA,90210
75-11913-00,Southern California Edison Saddleback Service Center 14155 Bake Parkway,Irvine,CA,92618
75-11914-00,2828 Seattle Drive  ,Los Angeles,CA,90046
75-11915-00,2160 East 7th Street  ,Los Angeles,CA,90023
75-11916-00,1021 Wallace Ridge  ,Beverly Hills,CA,90067
75-11917-00,1340 East 6th Street  ,Los Angeles,CA,90013
75-11919-00,3900 East Pacific Coast Highway  ,Long Beach,CA,90804
75-11919-01,3900 E. Pacific Coast Hwy.  ,Long Beach,CA,90804
75-11919-02,3900 E. Pacific Coast Hwy  ,Long Beach,CA,90804
75-11919-03,3900 E. Pacific Coast Hwy  ,Long Beach,CA,90804
75-11919-04,3900 East Pacific Coast Hwy  ,Long Beach,CA,90804
75-11919-05,3900 East Pacific Coast Highway  ,Long Beach,CA,90804
75-11919-06,3900 East Pacific Coast Highway  ,Long Beach,CA,90804
75-11920-00,"70 West Hedding Street, East Wing, 7th Floor  ",Santa Clara,CA,95110
75-11921-00,  ,Holbrook,AZ,
75-11922-00,4336 Van Nuys Blvd.  ,Sherman Oaks,CA,91403
75-12101-00,  ,Manteca,CA,
75-12101-10,Button Avenue  ,Manteca,CA,
75-12102-00,  ,California City,CA,
75-12103-00,181 Park Blvd.  ,San Jose,CA,
75-12104-00,37479 Avenue 12  ,Madera,CA,93638
75-12105-00,600 Yosemite Blvd. P.O. Box 1130 ,Modesto,CA,95353-1130
75-12107-00,Weberstown Mall 4950 Pacific Avenue ,Stockton,CA,95207
75-12108-00,1100 South Mooney Blvd.  ,Visalia,CA,91752
75-12109-00,4950 Pacific Avenue  ,Stockton,CA,95207
75-12110-00,49th & Shattuck  ,Oakland,CA,
75-12111-00,22844 Virginia Boulevard  ,California City,CA,93505
75-12112-00,  ,California City,CA,
75-12113-00,Jamboree & Bryan  ,Irvine,CA,92602
75-12114-00,Culver & Barranca  ,Irvine,CA,92606
75-12115-00,400 Maag Avenue  ,Oakdale,CA,95361
75-12116-00,4315 Martin Luther Kings Jr. Blvd.  ,Sacramento,CA,95820-2797
75-12117-00,4950 Pacific Avenue  ,Stockton,CA,95207
75-12118-00,"1151 Galleria Blvd., Suite 258  ",Roseville,CA,95678
75-12119-00,  ,Sacramento,CA,
75-12120-00,2751 De Ronde Drive  ,Fairfield,CA,94533
75-12121-00,1310 Bryant Street  ,Palo Alto,CA,
75-12122-00,1612 1st Street  ,Escalon,CA,95320-1713
75-12123-00,Evolution Fresh 11200 Hindry Ave ,Los Angeles,CA,90045
75-12124-00,2298 Lombard Street  ,San Francisco,CA,
75-12126-00,3425 Martin Luther King Jr. Blvd.  ,Sacramento,CA,95817
75-12127-00,  ,San Francisco,CA,95817
75-12127-01,San Francisco International Airport (SNA)  ,San Francisco,CA,95817
75-12127-02,  ,San Francisco,CA,95817
75-12127-03,  ,San Francisco,CA,95817
75-12129-00,8945 Cal Center Drive  ,Sacramento,CA,95826
75-12201-00,3535 S. Figueroa Street  ,Los Angeles,CA,90089
75-12202-20,241 S Moreno Dr.  ,Beverly Hills,CA,90212
75-12202-21,241 S Moreno Dr.  ,Beverly Hills,CA,90212
75-12202-22,241 S. Moreno Dr.  ,Beverly Hills,CA,90212
75-12202-23,  ,Beverly Hills,CA,90212
75-12202-24,  ,Beverly Hills,CA,90212
75-12202-25,  ,Beverly Hills,CA,90212
75-12202-26,241 S Moreno Dr.  ,Beverly Hills,CA,90212
75-12202-30,241 S Moreno Dr.  ,Beverly Hills,CA,90212
75-12202-40,241 S Moreno Dr.  ,Beverly Hills,CA,90212
75-12202-52,Various School Sites  ,Beverly Hills,CA,90211
75-12202-53,Various School Sites  ,Beverly Hills,CA,90211
75-12202-64,  ,Beverly Hills,CA,90212
75-12202-65,241 S. Moreno Drive  ,Beverly Hills,CA,90212
75-12202-66,241 S. Moreno Drive  ,Beverly Hills,CA,90212
75-12203-00,  ,Woodland Hills,CA,
75-12204-00,5601 De Soto Avenue  ,Woodland Hills,CA,91367
75-12204-01,5601 De Soto Avenue  ,Woodland Hills,CA,91367
75-12204-02,5601 De Soto Avenue  ,Woodland Hills,CA,91367
75-12205-00,3355 W. Empire Avenue  ,Burbank,CA,91505
75-12206-00,5601 De Soto  ,Woodland Hills,CA,91367
75-12207-00,9400 E. Rosecrans Avenue  ,Bellflower,CA,90706
75-12207-01,9400 East Rosecrans Avenue  ,Bellflower,CA,90706
75-12207-02,9400 East Rosecrans Avenue  ,Bellflower,CA,90706
75-12207-03,9400 East Rosecrans Avenue  ,Bellflower,CA,90706
75-12207-04,9400 East Rosecrans Avenue  ,Bellflower,CA,90706
75-12208-00,2000 Main Street  ,Huntington Beach,CA,92648
75-12209-00,9400 East Rosecrans Avenue  ,Bellflower,CA,90706
75-12209-01,9400 East Rosecrans Avenue  ,Bellflower,CA,90706
75-12209-02,9400 East Rosecrans Avenue  ,Bellflower,CA,90706
75-12210-00,241 S. Moreno Drive  ,Beverly Hills,CA,90212
75-12211-00,820 Wilshire  ,Santa Monica,CA,90401
75-12212-00,9449 E. Imperial  ,Downey,CA,90242
75-12213-00,9333 Imperial Hwy.  ,Downey,CA,90242
75-12213-01,9333 Imperial Hwy.  ,Downey,CA,90242
75-12213-02,9333 Imperial Hwy.  ,Downey,CA,90242
75-12214-00,1000 E Victoria St  ,Dominguez Hills,CA,90747
75-12214-01,  ,Dominguez Hills,CA,90747
75-12214-02,  ,Dominguez Hills,CA,90747
75-12215-00,4867 Sunset Blvd.  ,Los Angeles,CA,90027
75-12215-01,4867 Sunset Blvd.  ,Los Angeles,CA,90027
75-12215-02,4867 Sunset Blvd.  ,Los Angeles,CA,90027
75-12216-01,12470 Whittier Blvd.  ,Whittier,CA,90603
75-12216-02,12470 Whittier Blvd.  ,Whittier,CA,90603
75-12217-00,Lincoln Elementary 1667 East 118th Street ,Los Angeles,CA,90059-2515
75-12218-00,4867 Sunset Boulevard  ,Los Angeles,CA,90027
75-12220-00,9000 South Overland Avenue  ,Culver City,CA,90230
75-12220-01,9000 Overland Avenue  ,Culver City,CA,90403
75-12221-00,501 N. Orange  ,Glendale,CA,90027
75-12221-01,501 N. Orange  ,Glendale,CA,90027
75-12221-02,501 N. Orange  ,Glendale,CA,90027
75-12221-03,501 N. Orange  ,Glendale,CA,90027
75-12221-04,501 N. Orange  ,Glendale,CA,90027
75-12221-05,501 N. Orange  ,Glendale,CA,90027
75-12221-06,501 N. Orange  ,Glendale,CA,90027
75-12221-10,501 N. Orange  ,Glendale,CA,90027
75-12221-11,501 N. Orange  ,Glendale,CA,90027
75-12222-00,811 Sonora  ,Glendale,CA,91201
75-12222-01,811 Sonora  ,Glendale,CA,91201
75-12224-00,931 Montana Avenue  ,Santa Monica,CA,90403
75-12225-00,4867 Sunset  ,Los Angeles,CA,90027
75-12225-01,4867 Sunset  ,Los Angeles,CA,90027
75-12225-02,4867 Sunset  ,Los Angeles,CA,90027
75-12226-00,1055 E. Colorado Blvd.  ,Pasadena,CA,91106
75-12228-00,9000 South Overland Avenue  ,Culver City,CA,90230
75-12231-00,2975 North Sycamore Drive  ,Simi Valley,CA,93065
75-12232-00,1215 W. Miramar St.  ,Los Angeles,CA,90026
75-12234-01,720 Wilshire Boulevard  ,Santa Monica,CA,90401
75-12234-02,1888 Century Park East 6th Floor ,Los Angeles,CA,90067
75-12234-03,1900 Avenue of the Stars Suite 1200 ,Los Angeles,CA,90067
75-12235-00,  ,Woodland Hills,CA,
75-12237-00,14122 Hubbard Street  ,Sylmar,CA,91342
75-12401-00,1150 N. Indian Canyon Dr.  ,Palm Springs,CA,92262
75-12402-00,  ,Indio,CA,
75-12403-00,1150 North Canyon Drive  ,Palm Springs,CA,
75-12404-00,"EMMP Pharmacy Suite 140 1180 N. Indian Canyon Drive, Suite 140 ",Palm Springs,CA,92262
75-12405-00,47-111 Monroe Street  ,Indio,CA,92201
75-12406-00,1150 Indian Canyon  ,Palm Springs,CA,
75-12408-00,1150 N. Indian Canyon drive  ,Palm Springs,CA,92262
75-12409-00,4711 Monroe Street  ,Indio,CA,92201
75-12410-00,380 New York Street  ,Redlands,CA,92373
75-12412-00,"1180 North Indian Canyon, Suite 419  ",Palm Springs,CA,92262
75-12501-00,Advantage Car Rental John Wayne Airport 4023 Birch Street,Newport Beach,CA,92660
75-12502-00,2687 Cherry Avenue  ,Signal Hill,CA,90755
75-12503-00,1333 Montana Avenue  ,Santa Monica,CA,90403
75-12504-01,6400 Laurel Canyon Blvd. Suite #560 ,North Hollywood,CA,91606
75-12504-02,6400 Laurel Canyon Blvd. Suite 300A ,North Hollywood,CA,91606
75-12504-03,6400 Laurel Canyon Blvd. Suite 300C ,North Hollywood,CA,91606
75-12505-00,7605 San Fernando Road  ,Sun Valley,CA,91505
75-12506-00,2401 East El Segundo Blvd. Suite #100 ,El Segundo,CA,
75-12507-00,WCT-5 21800 Oxnard Street Suite #410,Woodland Hills,CA,91367
75-12508-00,21800 Oxnard St. Suite 410 ,Woodland Hills,CA,91367
75-12509-01,3601 W. Olive Avenue  ,Burbank,CA,91423
75-12510-00,3130 Wilshire Blvd. Suite #350 ,Santa Monica,CA,90403
75-12511-01,9440 Santa Monica Blvd. Suite 515 ,Beverly Hills,CA,90210
75-12512-02,393 E. Walnut Street  ,Pasadena,CA,91188
75-12512-03,393 E. Walnut Street  ,Pasadena,CA,91188
75-12513-00,8586 Alondra Blvd.  ,Paramount,CA,
75-12514-00,15910 Ventura Blvd. Suite 801 ,Encino,CA,91436
75-12515-00,99 South Oakland Avenue  ,Pasadena,CA,91101
75-12516-00,6430 Independence Avenue  ,Woodland Hills,CA,91367
75-12517-00,9121 Oakdale Avenue Suite 201 ,Chatsworth,CA,
75-12518-00,7655 Sunset Boulevard  ,Los Angeles,CA,90046
75-12519-00,11755 Wilshire Boulevard 10th Floor ,Los Angeles,CA,90025
75-12519-01,11755 Wilshire Boulevard 10th Floor ,Los Angeles,CA,90025
75-12519-02,11755 Wilshire Boulevard 10th Floor ,Los Angeles,CA,90025
75-12520-00,1850 East 118th Street  ,Willowbrook,CA,90059
75-12521-00,"11755 Wilshire Blvd., Suite 1400  ",Los Angeles,CA,90025
75-12522-00,6505 8th Avenue  ,Los Angeles,CA,90043
75-12523-00,709 N. La Brea Avenue  ,Los Angeles,CA,
75-12523-01,709 N. La Brea Avenue  ,Los Angeles,CA,90038
75-12523-02,709 N. La Brea Avenue  ,Los Angeles,CA,90038
75-12524-00,7314 Alondra Blvd.  ,Paramount,CA,
75-12525-00,"11755 Wilshire Blvd., Suite 1600  ",Los Angeles,CA,90025
75-12526-00,"9595 Wilshire Blvd.,  Suite#801  ",Beverly Hills,CA,90212
75-12601-00,16453 Bear Valley Road  ,Hesperia,CA,
75-12602-00,  ,San Bernardino,CA,92401
75-12603-00,1850 Corona Avenue  ,Corona,CA,92881
75-12604-00,6041 Cadillac Avenue  ,Los Angeles,CA,90034
75-12604-01,  ,Los Angeles,CA,90034
75-12605-00,  ,Aanheim,CA,
75-12607-00,  ,Anaheim,CA,92803
75-12609-00,350 Terracina Blvd.  ,Redlands,CA,92373
75-12610-00,  ,San Bernardino,CA,92401
75-12611-00,  ,San Bernardino,CA,
75-12612-00,  ,Corona,CA,
75-12613-00,800 E. Lugonia Ave  ,Redlands,CA,
75-12614-00,12001 Washington Blvd.  ,Los Angeles,CA,90066
75-12615-00,1550 W. Manchester Ave.  ,Los Angeles,CA,90047
75-12616-00,110 N. La Brea  ,Inglewood,CA,90301
75-12617-00,Lom Linda Medical Center - Murrieta 28062 Baxter Road ,Murrieta,CA,92563
75-12619-00,  ,san bernardino,CA,92401
75-12620-00,  ,San Bernardino,CA,92401
75-12620-01,  ,San Bernardino,CA,92415
75-12701-00,13902 Francisquito Ave  ,Baldwin Park,CA,91706
75-12701-01,13902 Francisquito Ave  ,Baldwin Park,CA,91706
75-12702-00,W Herndon Ave & Bryan Ave  ,Fresno,CA,93722
75-12704-00,22950 Victory Blvd.  ,Woodland Hills,CA,91367
75-12705-00,44410-44790 Valley Central Way  ,Lancaster,CA,93536
75-12706-00,9301 Tampa Avenue  ,Northridge,CA,91324
75-12706-01,9301 Tampa Avenue  ,Northridge,CA,91324
75-12706-02,9301 Tampa Avenue  ,Northridge,CA,91324
75-12706-03,9301 Tampa Avenue  ,Northridge,CA,91324
75-12707-01,SEC Monroe 42nd  ,Indio,CA,92203
75-12708-00,Herdon Ave & Bryan Ave  ,Fresno,CA,93722
75-12709-00,Atlantic Ave & Firestone Blvd  ,Southgate,CA,90280
75-12710-00,1001 West Riverside Drive  ,Burbank,CA,91506
75-12711-00,White Lane & Wible Road  ,Bakersfield,CA,93309
75-12712-00,N Main Street & E. Parkview Ave  ,Corona,CA,92880
75-12713-00,7200 Arlington Ave  ,Riverside,CA,92503
75-12714-00,  ,Glendora,CA,97140
75-12714-01,  ,Glendora,CA,97140
75-12714-02,  ,Glendora,CA,97140
75-12714-03,  ,Glendora,CA,97140
75-12715-00,5555 E. River Road  ,Tucson,AZ,85750
75-12715-01,5555 E. River Road  ,Tucson,AZ,85750
75-12716-00,La Cienega & Centinela Ave  ,Los Angeles,CA,90045
75-12717-01,7311 N. Figuera Street  ,Eagle Rock,CA,90041
75-12718-00,NEC Interstate 5 and Highway 126  ,Santa Clarita,CA,91352
75-12718-01,NEC Interstate 5 and Highway 126  ,Santa Clarita,CA,91352
75-12719-00,  ,Norwalk,CA,
75-12720-00,  ,Gardena,CA,90247
75-12721-00,3650 West Martin Luther King Jr. Blvd  ,Baldwin Hills,CA,90008
75-12721-01,3650 West Martin Luther King Jr. Blvd  ,Baldwin Hills,CA,90008
75-12721-02,3650 West Martin Luther King Jr. Blvd  ,Baldwin Hills,CA,90008
75-12722-00,  ,Los Angeles,CA,90008
75-12723-00,4123 Lankershim Boulevard  ,North Hollywood,CA,91602
75-12724-00,  ,Glendale,CA,91204
75-12724-01,  ,Glendale,CA,91204
75-12724-02,  ,Glendale,CA,91204
75-12725-00,4th & E St  ,San Bernardino,CO,92401
75-12726-00,332 S. Pacific Coast Highway  ,Redondo Beach,CA,90277
75-12727-00,5555 Wilshire Blvd.  ,Los Angeles,CO,90036
75-12728-00,2150 Sierra Way  ,San Bernardino,CA,92405
75-12728-01,2150 Sierra Way  ,San Bernardino,CA,92405
75-12729-00,NEC Carson & Vermont  ,Torrance,CA,90502
75-12730-00,Suite B & C 47th Street Marketplace ,Paldale,CA,93552
75-12731-00,SWC Grand Ave  ,Covina,CA,91722
75-12732-00,  ,Norwalk,CA,90650
75-12733-00,2220 East Pacheco Blvd.  ,Los Banos,CA,93635
75-12734-00,1928 West Olive  ,Santa Ana,CA,92706
75-12735-00,W Herndon Ave & Bryan Ave  ,Fresno,CA,93722
75-12735-03,W Herndon Ave & Bryan Ave  ,Fresno,CA,93722
75-12736-00,27550-27670 Eucalyptus Avenue  ,Moreno Beach,CA,92555
75-12737-00,3650 West Martin Luther King Jr. Blvd  ,Baldwin Hills,CA,90008
75-12738-00,SWC 40th Street & Waterman Ave.  ,San Bernardino,CA,92404
75-12739-00,Warm Springs Raod and Spring Valley  ,San Juan Capistrano,CA,92675
75-12740-00,225 North Barranca St.  ,West Covina,CA,91791
75-12741-00,199 E. Thousand Oaks Blvd.  ,Thousand Oaks,CA,91360
75-12741-01,199 E. Thousand Oaks  ,Thousand Oaks,CA,91360
75-12742-00,  ,Anaheim,CA,92806
75-12743-00,State College & Lincoln Ave  ,Anaheim,CA,92806
75-12744-00,2180 East Lincoln Ave  ,Anaheim,CA,92806
75-12745-00,4648 Valley View Blvd.  ,Yorba Linda,CA,92886
75-12745-01,4648 Valley View Blvd.  ,Yorba Linda,CA,92886
75-12746-00,1818 E. Holt Ave  ,Ontario,CA,91761
75-12747-00,199 E. Thousand Oaks Blvd.  ,Thousand Oaks,CA,91360
75-12747-01,199 E. Thousand Oaks Blvd.  ,Thousand Oaks,CA,91360
75-12747-02,199 E. Thousand Oaks Blvd.  ,Thousand Oaks,CA,91360
75-12748-00,Bear Valley Road  ,Apple Valley,CA,
75-12749-00,SEC Erringer Road & Los Angeles Avenue  ,Simi Valley,CA,93065
75-12749-01,SEC Erringer Road & Los Angeles Avenue  ,Simi Valley,CA,93065
75-12750-00,3010 N San Fernando Boulevard  ,Burbank,CA,91504
75-12751-00,NWC 14th and Long Beach Blvd.  ,Long Beach,CA,
75-12752-00,NWC Pacific Coast Highway & E. 2nd Street  ,Long Beach,CA,90803
75-12753-00,NWC West Avenue L 60th Street West  ,Lancaster,CA,93536
75-12754-00,7580 Cherry Avenue  ,Fontana,CA,92336
75-12754-01,7580 Cherry Avenue  ,Fontana,CA,92336
75-12755-00,  ,Pico Rivera,CA,90660
75-12756-00,  ,Palmdale,CA,
75-12757-00,1933 Davis Street  ,San Leandro,CA,94577
75-12757-01,1933 Davis Street  ,San Leandro,CA,94577
75-12757-02,1933 Davis Street  ,San Leandro,CA,94577
75-12758-00,  ,Glendale,CA,
75-12759-00,167 Waverly Drive  ,Pasadena,CA,91105
75-12760-00,SWC 11th and Lammers Road  ,Tracy,CA,
75-12761-00,SWC 11th and Lammers Road  ,Tracy,CA,
75-12762-00,SWC 11th and Lammers Road  ,Tracy,CA,
75-12764-00,15424 Sunset Blvd  ,Pacific Palisades,CA,90272
75-12765-00,SEC Alicia Parkway & Paseo De Alicia  ,Laguna Hills,CA,92653
75-12767-00,13902 Francisquito Ave  ,Baldwin Park,CA,91706
75-12768-00,47th Street  ,Palmdale,CA,93550
75-12769-00,465 S Arroyo Pkwy  ,Pasadena,CA,91105
75-12770-00,  ,Pomona,CA,95370
75-12771-00,15424 Sunset Blvd  ,Pacific Palisades,CA,90272
75-12772-00,2920 Beverly Glen Circle  ,Los Angeles,CA,90077
75-12773-00,11374 Tuxford ST  ,Sun Valley,CA,91352
75-12773-01,11374 Tuxford ST  ,Sun Valley,CA,91352
75-12774-00,4520 Van Nuys Blvd  ,Sherman Oaks,CA,91403
75-12775-00,  ,Banning,CA,90015
75-12775-01,  ,Cabazon,CA,90015
75-12775-02,  ,Cabazon,CA,90015
75-12775-03,  ,Cabazon,CA,90015
75-12775-04,  ,Cabazon,CA,90015
75-12775-05,  ,Cabazon,CA,90015
75-12775-06,  ,Cabazon,CA,90015
75-12775-07,  ,Cabazon,CA,90015
75-12775-08,  ,Cabazon,CA,90015
75-12775-09,  ,Cabazon,CA,
75-12775-10,  ,Cabazon,CA,
75-12775-11,  ,Banning,CA,90015
75-12777-00,SEC Sate Highway 60 & Pedley Road  ,Glen Avon,CA,92509
75-12778-00,17245 17th Street  ,Tustin,CA,92780
75-12779-00,Colorado & Sierra  ,Pasadena,CA,91105
75-12780-00,2363 Tahquitz Canyon Way  ,Palm Springs,CA,92262
75-12780-01,2363 E Tahquitz Canyon Way  ,Palm Springs,CA,92262
75-12781-00,Lonetree Blvd  ,Rocklin,CA,95765
75-12783-00,Otis & Florence Ave  ,Bell,CA,91403
75-12901-00,5039 Louise Drive  ,La Canada,CA,91011
75-12902-00,10350 Wilshire Blvd  ,Los Angeles,CA,90024
75-13101-00,148 AW Channel Islands ANG 113 Mulcahey Drive ,Port Hueneme,CA,93041-2349
75-13102-00,3200 Tully Road and Woodrow Avenue  ,Modesto,CA,95350
