,Region,School Name,12.	What are your 5 most important concerns about the condition of the site and building(s) on your campus?  ,Top5,g.  Sensory Room,h.  Independent Learning Lab,i.  Autism Room,b.  Air conditioning,Quality Of Classrooms,Leverage Outdoor Space,Community Assembly,Overall,Perception of Environment heat,Toilet Facilities,Columns Need Repair,Air Conditioner,Paint,Leak,Roof,Ceiling,Fungus Mold,Electric,Plumbing,Fence,Gate,Pests
679,San Juan,LUZ AMERICA CALDERON	66209,"1. Room leaks
2. Termites in classrooms
3 Electricity problems
4. Uncovering and arranging in student bathrooms
5. Pigeon problems in the student gazebo",room leak termites classroom electricity problem uncover arrange student bathroom pigeon problem student gazebo,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,0,0,1,0,0,0,1,0,0,0,1
680,San Juan,EL SEÑORIAL	66076,"1- Ceiling sealing situation (exposed rods, water running through light tubes, flooded rooms, etc.)
2- Need for construction of two (2) classrooms (to meet special education enrollment)
3- Roof for interior area of the school (students get wet during entry, exit and lunch, since we do not have any covered area)
4- Enable playground in schoolyard with gazebos, benches and tables in cement (attend special education enrollment-autism modality, these have to be enclosed as they do not have any recreational area)
5- Construction of bathrooms in kindergarten classrooms (required to be an elementary school)",ceiling seal situation expose rod water run light tube flood room etc need construction two classroom meet special education enrollment roof interior area school student wet entry exit lunch since cover area enable playground schoolyard gazebo bench table cement attend special education enrollment autism modality enclose recreational area construction bathroom kindergarten classroom require elementary school,0.0,,0.0,3.0,2.0,0.0,0.0,2.0,2.0,2.0,0,0,0,0,1,1,0,0,0,0,0,0
681,San Juan,SOTERO FIGUEROA	66316,"DETERIORATED STRUCTURE HAS NEVER BEEN REMODELED OR REPAIRED( NO RAMP FLOOR 2 AND 3), PROBLEMS WITH BRAKER BOXES, DEFECTIVE AND UNCORRECTED ROOF TREATMENTS (EXCESSIVE LEAKS), SCHOOL HAS NO PARKING, CHANGE OF DESKS OR CHAIRS AND TABLES.",deteriorate structure never remodel repaired ramp floor problem braker box defective uncorrected roof treatment excessive leaks school park change desk chair table,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,1,0,0,0,0,0,0,0
682,San Juan,PASCASIO P SANCERRIT	60400,"1- We have a problem in the parking lot and interiors of the School we must embrearlo.
2- The school canteen has a very wide cracks.
3-Problems with lighting 
4-Pipe problems 
5-Painting",problem parking interior school must embrearlo school canteen wide crack problem light pipe problem paint,,,,0.0,3.0,3.0,3.0,2.0,0.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0
683,San Juan,DR MODESTO RIVERA RIVERA	66001,"leaks in classrooms and administrative offices. In addition, the water that gets into the rooms on the first floor when it rains.
The water coming down from the upstairs baths in the children's bathrooms.
The ceiling of the last classroom, ground floor is falling.
Water in the lights of the director's office, bathroom of the person to the , office of the secretary.
In the area of the court there are trees that have come out on the roof of Zinc, broken drains and this causes water to soak around the court for prolonged periods.
This with mosquitoes and so on 
Bathroom of the Pre-school Autism room covered and useless.
",leak classroom administrative office addition water get room first floor rain water come upstairs bath child bathroom ceiling last classroom ground floor fall water light director office bathroom person office secretary area court tree come roof zinc broken drain cause water soak around court prolong period mosquito bathroom pre school autism room cover useless,,,2.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,0,0,0,1,1,1,0,0,0,0,0,1
684,San Juan,MEDARDO CARAZO	69047,"Dining room closed since earthquakes. The three classrooms above the dining room are closed and two others. 
In the gate of the back of the school (which opens for the mail) there is a broken where the students escape and others who are not from the school enter.
Telephone box burned and is using an Obama cell phone that does not have the best reception in the office.
Disabled elevator damaged.
The students' bathroom gets black water from time to time.",din room close since earthquake three classroom din room close two others gate school open mail broken student escape others school enter telephone box burn use obama cell phone best reception office disable elevator damage student bathroom get black water time time,0.0,1.0,1.0,2.0,3.0,1.0,0.0,2.0,2.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0
685,Mayagüez,RAMON MARIA TORRES	43794,"The gates are broken
The bell of the dining room does not comply with firefighters and health department has been reported since 2018
Court needs roof and other improvements
The back of the classrooms are of Special Education need maintenance 
The rooms need more lighting because they lost windows due to correction of short columns",gate break bell dining room comply firefighter health department report since 0 court need roof improvement classrooms special education need maintenance room need light lose window due correction short column,,,,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1,0,0,0,1,0,0,0,0,0,1,0
686,Mayagüez,MANUEL GARCIA PEREZ (NUEVA)	47662,"Need to fix lighting inside the campus and spotlights of the parking area that does not turn on nnguno.  Improve electric load, to be able to place air conditioners to avoid inhaling the air of logs, machines of public works that is next to the School.",need fix light inside campus spotlight park area turn nnguno improve electric load able place air conditioner avoid inhale air log machine public work next school,0.0,3.0,0.0,0.0,3.0,2.0,2.0,3.0,1.0,2.0,0,1,0,0,0,0,0,1,0,0,0,0
687,Bayamón,JOSE NEVAREZ LOPEZ	71537,"The main needs of my school are:
The repair of sanitary facilities
Sports facilities (ceiling, light system, bathrooms)",main needs school repair sanitary facility sport facility ceiling light system bathroom,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0
688,Mayagüez,ANTONIO GONZALEZ SUAREZ	40519,"1. INADEQUATE STAFF
2. WE'RE SUPPOSED TO BE TOLD ANOTHER SCHOOL
3. WE ARE ON ALTERNATE HOURS WITH ANOTHER SCHOOL IS UNCOMFORTABLE
4. SMALL ROOMS
5. BUILDING WITH STRUCTURAL DAMAGE",inadequate staff suppose tell another school alternate hour another school uncomfortable small room build structural damage,,,,0.0,1.0,1.0,1.0,1.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0
689,Mayagüez,EUGENIO MARIA DE HOSTOS (SUPERIOR)	48298,"The school has just been repaired by short columns. My concern is the air conditioners that have been damaged for months, the elevator has not been repaired for years, I did not have solar panels and the school has always served as a refuge.",school repair short column concern air conditioner damage month elevator repair year solar panel school always serve refuge,,,3.0,1.0,3.0,2.0,2.0,3.0,1.0,3.0,1,1,0,0,0,0,0,0,0,0,0,0
690,Mayagüez,PROFESORA JUANA ROSARIO CARRERO	47945,The school has the need to add another structure since we have enough solar; add more rooms as we have enough tuition and other groups in creation. We need to pave the school in the parking area and add an additional parking area due to the number of employees hired.,school need add another structure since enough solar add room enough tuition group creation need pave school park area add additional parking area due number employee hire,,,,1.0,0.0,2.0,2.0,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0
691,Bayamón,ALBERTO MELENDEZ	14331,"Rooms with leaks, drainage problems, a court is needed.",room leak drainage problem court need,,,,2.0,2.0,2.0,2.0,2.0,3.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0
692,San Juan,JESUS MARIA SANROMA	65078,"1) Short columns
2) Change of toilet system and water cistern
3) Fogging of ceilings and floors that have exploded cement and rods are exposed
4) Painting
5) Termites",short column change toilet system water cistern fogging ceiling floor explode cement rod expose paint termite,3.0,,,3.0,0.0,1.0,4.0,2.0,2.0,2.0,1,0,1,0,0,1,0,0,1,0,0,1
693,Mayagüez,DR CARLOS GONZALEZ	40016,"1. Leaks in ceilings of halls, court and offices
2. Damaged air conditioners in administrative offices, libraries and business administration halls
3. Need for more classrooms, currently 7 teachers without a classroom
4. Recreational area necessary to carry out sports and recreation activities. There is enough land to develop park, track and / or additional court
5. Installation of gazebos and / or recreational areas for students in their lunch time and / or without classes",leak ceiling hall court office damage air conditioner administrative office library business administration hall need classroom currently teacher without classroom recreational area necessary carry sport recreation activity enough land develop park track additional court installation gazebos recreational area student lunch time without class,,,,1.0,3.0,0.0,0.0,2.0,1.0,4.0,0,1,0,1,0,1,0,0,0,0,0,0
694,San Juan,GILBERTO CONCEPCION DE GRACIA	69930,"!. School court without a roof (since Hurricane Maria) and gazebos for the delight of students
2. Need for green"" eco-friendly classrooms (Some teachers rotate)
3. Need for offices for: support staff, 2 school nurses with isolation area, therapies"", secretary and school psychologist. It is suggested to have a door.
4 Need for Warehouses and Cobachas to care for, maintain and maximize the use of available fixed assets
5 URGE to restore telephone box service. There is NO phone available.",school court without roof since hurricane maria gazebos delight student need green eco friendly classrooms teacher rotate need office support staff school nurse isolation area therapy secretary school psychologist suggest door need warehouse cobachas care maintain maximize use available fix asset urge restore telephone box service phone available,0.0,0.0,,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0
695,Bayamón,OSCAR RODRIGUEZ RIVERA (BARAHONA)	12428,"School in yellow 
A building to demolish
Short columns
Leaks 
Asbestos",school yellow building demolish short column leak asbestos,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0
696,Mayagüez,ISABEL SUAREZ	40659,"1.Ceiling and wall filtration in various rooms 
2.verjas routes
3. Filtration through the window frame of some rooms and offices.
4.Se need an activity room or meetings to hold different school community assemblies and parent meetings",ceiling wall filtration various room verjas route filtration window frame room office se need activity room meeting hold different school community assembly parent meeting,,3.0,3.0,3.0,4.0,2.0,0.0,3.0,2.0,2.0,0,0,0,0,0,1,0,0,0,0,0,0
697,Mayagüez,SU ALFREDO DORRINGTON	44881,"The infrastructure is very good, only in some divisions q is cracked and there is water leakage in some rooms and main office",infrastructure good division q cracked water leakage room main office,0.0,0.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0
698,Mayagüez,JAMES GARFIELD	40906,"Main concerns the leaks in the kindergarten, second and school canteen. In addition, pave the courtyard.",main concern leak kindergarten second school canteen addition pave courtyard,0.0,0.0,3.0,3.0,3.0,0.0,1.0,2.0,3.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0
699,Mayagüez,ESCUELA ESPECIALIZADA ALCIDES FIGUEROA	40511,"Ceiling room Physical Education
Annex Ceiling
Roof Court
Student Banks 
Picnic area",ceiling room physical education annex ceiling roof court student bank picnic area,,,,0.0,2.0,0.0,0.0,2.0,2.0,2.0,0,0,0,0,1,1,0,0,0,0,0,0
700,Mayagüez,BRYAN	41619,"Building or improving a storage site
Rooms with zin ceilings that need to be improved.
Better electric light",build improve storage site room zin ceiling need improve well electric light,,,,2.0,2.0,2.0,0.0,2.0,,2.0,0,0,0,0,0,1,0,1,0,0,0,0
701,San Juan,PEDRO C TIMOTHEE ANEXO	66357,"1) Complete assembly of the dining room equipment. 
2) The refrigerator and freezer require cleaning and disinfection due to the decomposition of food, including meats, due to the closing time of the plant. 
3) Student and faculty bathrooms need to be repaired. Student restrooms require that codes related to people with disabilities be complied with as we are an EE school entirely with full-time classrooms, several of our students have proper ambulation issues. 
4) Faculty baths need to be repaired since they experience accumulation of water that can cause an accident, in addition they do not discharge properly. 
5) We have hallways and areas near classrooms that flood presenting high risk of falling for students and school staff. The installation of an aluminum roof is required to prevent rain from accumulating in the corridor in front of living rooms.
6)) Due to the accumulated moisture in the ceilings, we have several halls and workshops with detachment of paint on the ceilings. There is a living room that filters water through the wall passing this around an electrical outlet.
7) Parking lot is flooded. It requires potholing. 
8) Installation of walls: separating living room from the kitchen used in the food preparation workshop; another wall that separates two AC rooms.",complete assembly din room equipment refrigerator freezer require clean disinfection due decomposition food include meat due closing time plant student faculty bathroom need repair student restroom require code related people disability comply ee school entirely full time classroom several student proper ambulation issue faculty bath need repair since experience accumulation water cause accident addition discharge properly hallways area near classroom flood present high risk fall student school staff installation aluminum roof require prevent rain accumulate corridor front living room due accumulate moisture ceiling several hall workshops detachment paint ceiling live room filter water wall pass around electrical outlet parking flood require potholing installation wall separate living room kitchen use food preparation workshop another wall separate two ac room,0.0,1.0,,2.0,0.0,0.0,3.0,2.0,3.0,2.0,0,0,1,0,1,1,0,1,0,0,0,0
702,San Juan,PETRA ZENON DE FABERY	60913,"Roofs of the two buildings, plague of termites, ramps of the third floor in the building 1 closed school canteen and rooms of Commercial Education and the workshops of Industrial Education out of uses, the serious problems of the Electrical infrastructure and the yérganos of the green areas ...",roof two building plague termite ramp third floor building close school canteen room commercial education workshops industrial education use serious problem electrical infrastructure yérganos green area,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0,0,0,0,1,0,0,1,0,0,0,1
703,Mayagüez,BENITO CEREZO VAZQUEZ	46649,"1. Roof leaks
2. 2400 gallon tank not working due to engine and pump failure
3. Toilets in bathrooms are badly damaged
4. Roots and leaves covering drains of the building both in roof and in bathrooms
5. School lights do not have photocells to turn on and depend on a clock that is damaged and deconfigured",roof leak 00 gallon tank work due engine pump failure toilet bathrooms badly damage root leave cover drain build roof bathroom school light photocells turn depend clock damage deconfigured,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,0,0,0,1,1,0,0,0,1,0,0,0
704,Mayagüez,SU DAVID ANTONGIORGI CORDOVA	42952,"OMEP: 
Building with short columns closed waiting to be repaired. Leaks on the roof of the Library. Damaged air conditioners in classrooms. Handrail fallen because of tremors. Psychologist's room with the recent rains is filtering the water on the floor. Mogolla was thrown at the back and this situation began. Bathrooms in front of the Library waiting to be demolished as the floor and a wall are falling apart. The kindergarten room needs to be arranged in order to be used. Floor with cracks and doors with decline. Halls that were painted but have small cracks to repair.

Public Buildings Authority:
6 rooms with leaks from the corners of the ceilings that are creating fungi on the ceiling, floor and walls. With the past rains the deterioration is too much. The paint that was put on the school recently is shedding in areas. The pressure of the water is causing ruptures of tubes, direct toilets and others.
Parking area is sinking because it needs filling. When they did, they never compacted the area.
",omep build short column close wait repair leak roof library damage air conditioner classrooms handrail fall tremor psychologist room recent rain filter water floor mogolla thrown situation begin bathroom front library wait demolished floor wall fall apart kindergarten room need arrange order use floor crack door decline hall paint small crack repair public building authority room leak corner ceiling create fungi ceiling floor wall past rain deterioration much paint put school recently shed area pressure water cause rupture tube direct toilet others park area sinking need fill never compact area,,,,1.0,3.0,3.0,3.0,3.0,2.0,4.0,1,1,1,1,1,1,0,0,1,0,0,0
705,Mayagüez,MILDRED ARROYO CARDOZA	48297,"Air from the administrative building remains damaged 85% of the year.
Ceiling filtration
Humidity in living rooms and cabinets
uneven court
build a booth for school guards",air administrative building remains damage year ceiling filtration humidity living room cabinet uneven court build booth school guard,2.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,0,0,0,0,0,1,0,0,0,0,0,0
706,San Juan,ELEANOR ROOSEVELT	61358,"Electrical capacity to add technological equipment.
Maintenance of the areas.
Number of outlets inside the classrooms to meet the need of teachers and students.
Ventilation inside the rooms.
Space within the rooms to serve groups with maximum capacity per degree.",electrical capacity add technological equipment maintenance area number outlet inside classroom meet need teacher student ventilation inside room space within room serve group maximum capacity per degree,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,0,0,0,0,0,0,1,0,0,0,0
707,Mayagüez,RAMON E RODRIGUEZ DIAZ	46042,"1- It does not have night surveillance, there are cameras but while they build there is valuable equipment that can be damaged or stolen since several bulbs are not in operation. 2- Students who prefer face-to-face and move from schools. Parents who work and leave their children with relatives and do not possess the tools or do not master the use of technology. 3- Not being able to perform all my required tasks and responsibilities. 4- That the school year ends and the project has not been completed and parents enroll their children in other face-to-face schools. 5- That if any tremor occurs, the school will be able to resist as it is?",night surveillance camera build valuable equipment damage steal since several bulb operation student prefer face face move school parent work leave child relatives posse tool master use technology able perform require task responsibility school year end project complete parent enroll child face face school tremor occur school able resist,,,,0.0,2.0,2.0,2.0,2.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0
708,Mayagüez,SU JUAN B SOTO	40024,"1) Need to build an exit from the school campus in such a way that the entry and exit are different and facilitate the drop-off (7:30am) and search (2:30pm) for students.
2) Improvements to short columns
3) Exposed rods and power outlet in several rooms.
4) Sealing of ceilings and exterior and interior painting
5) Repair water reservoir pump seals",need build exit school campus entry exit different facilitate drop 0am search 0pm student improvement short column expose rod power outlet several room seal ceiling exterior interior paint repair water reservoir pump seal,,,3.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,1,0,1,0,0,1,0,0,0,0,0,0
709,Mayagüez,HOMERO RIVERA SOLA	40295,"Little space to add classrooms, no school library, lack of two bathrooms (boys and girls), lack of court inside the campus grounds, exterior and interior painting.",little space add classroom school library lack two bathroom boys girl lack court inside campus ground exterior interior painting,,,,2.0,1.0,0.0,0.0,2.0,2.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0
710,Mayagüez,HOMERO RIVERA SOLA	40295,"Little space to add classrooms, no school library, lack of two bathrooms (boys and girls), lack of court inside the campus grounds, exterior and interior painting.",little space add classroom school library lack two bathroom boys girl lack court inside campus ground exterior interior painting,,,,2.0,1.0,0.0,0.0,2.0,2.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0
711,Mayagüez,ELPIDIO H RIVERA	45955,"We are temporarily located in the facilities of the old Esc. Barbarita Rodgz.
The school has been enabled for our 
enrollment, since Esc. Elpidio H. Rivera is in the process of improvements to reinforce the short columns and other tasks.
The school was evaluated on 2/25/2022 for shelter.
You need attention to structural maintenance details.",temporarily locate facility old esc barbarita rodgz school enable enrollment since esc elpidio h rivera process improvement reinforce short column task school evaluate 0 shelter need attention structural maintenance detail,0.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0
712,Mayagüez,AQUILINO CABAN	40141,"School painting
Short columns
Leaks
electricity problems
Special Education Classrooms Needed",school paint short column leak electricity problem special education classroom need,0.0,0.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,1,0,1,1,0,0,0,1,0,0,0,0
713,Mayagüez,ESTEBAN ROSADO BAEZ	47084,The reconstruction of the short columns has not been completed and we have been out of school since November. The CGC Company is the same as this one in the Hostos De Mayaguez High School and they began in the month of December and finished the work.,reconstruction short column complete school since november cgc company hostos de mayaguez high school begin month december finish work,,,,3.0,3.0,3.0,3.0,3.0,2.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0
714,Bayamón,DR JOSE PADIN	70562,"Poor electrical charging

eat in offices .lounges and patio
trees that gnaw sidewalks and make it difficult to enter classrooms
leak ceilings by floor of first floor rooms",poor electrical charge eat office lounge patio tree gnaw sidewalk make difficult enter classroom leak ceiling floor first floor room,0.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,0,0,0,1,0,1,0,1,0,0,0,0
715,Mayagüez,ADOLFO BABILONIA	42473,"POWER PLANT
SCHOOL CANTEEN SIGNAGE DEPARTMENT OF HEALTH
RUBBLE
LEAKS 
CERTIFY ADOLFO BABILONIA BUILDING",power plant school canteen signage department health rubble leak certify adolfo babilonia building,,,4.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0
716,Mayagüez,RAUL YBARRA	41921,"1-Indoor court- Roof destroyed since Hurricane Maria
2- Wall of contention next to the court- Collapse affected the court for the hurricane
3- Danose sealing of ceiling- There are rooms leaking and the seal that the school has is failing, so it must be repaired using the same material.
4-Maintenance of physical plant- painting and arrangement of a sidewalk
5- Repair of air conditioners",indoor court roof destroy since hurricane maria wall contention next court collapse affect court hurricane danose seal ceiling room leak seal school fail must repair use material maintenance physical plant painting arrangement sidewalk repair air conditioner,,2.0,,2.0,2.0,2.0,1.0,2.0,2.0,2.0,0,1,1,1,1,1,0,0,0,0,0,0
717,Mayagüez,SEGUNDO RUIZ BELVIS	41051,"1. Slow short column repair process.
2. Leaks school court.
3. Damaged external lighting.
4. Despite the fact that during the summer they sprayed against the termites this is still alive in salons and offices.
5. Damaged intercom.",slow short column repair process leaks school court damage external lighting despite fact summer spray termite alive salon office damage intercom,,3.0,,3.0,2.0,1.0,1.0,2.0,1.0,3.0,1,0,0,1,0,0,0,0,0,0,0,1
718,Mayagüez,SUPERIOR CATALINA MORALES FLORES	47894,"1. Ramp must be roofed for styantes with conditions can access on rainy days.
2. Short columns
3. Painting of buildings
4. Entrance and parking must be skimmed. 
5. Tarnish in cracks",ramp must roof styantes condition access rainy day short columns paint building entrance parking must skim tarnish crack,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,3.0,1,0,1,0,1,0,0,0,0,0,0,0
719,Humacao,JOSE COLLAZO COLON	34756,"rooms without ventilation, ceiling leaks, problems with garbalum. cracked floors",room without ventilation ceiling leak problem garbalum crack floor,0.0,,,0.0,1.0,1.0,1.0,1.0,2.0,2.0,0,0,0,1,0,1,0,0,0,0,0,0
720,Mayagüez,ERNESTINA MENDEZ	46805,"cistern 
structure painting
Bathrooms 
school canteen
Gazebos. There's none",cistern structure paint bathrooms school canteen gazebo none,,,,0.0,2.0,1.0,0.0,1.0,2.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0
721,San Juan,ROSALINA C MARTINEZ	75739,"14 ROOMS CLOSED BY THE EARTHQUAKE;
ELECTRICAL PROBLEMS IN 4 BUILDINGS;
POOR INTERNET SERVICE DESPITE BEING E-RATE;
PROBLEMS WITH BATHROOMS DUE TO LACK OF LIGHTING AND INOPERATIVE TOILETS;
DEBRIS REMOVAL FROM HURRICANE MARIA;
YOU HAVE TO PUT DITCHES IN THE FIELD BECAUSE WATER CAUSES FLOODING IN ADJOINING ROOMS (THIS SINCE HURRICANE MARIA).",room close earthquake electrical problem building poor internet service despite e rate problem bathroom due lack light inoperative toilet debris removal hurricane maria put ditch field water cause flood adjoin room since hurricane maria,,,,1.0,2.0,2.0,1.0,1.0,2.0,2.0,0,0,0,0,0,0,0,1,1,0,0,0
722,Mayagüez,CONRADO RODRIGUEZ	42911,"THE SCHOOL HAS SOME AREAS OF THE ROOF OF THE FIRST AND SECOND FLOORS, WHERE THE JOINTS MUST BE COVERED. (SEPARATION OF AREAS ON THE ROOF) THOSE AREAS HAVE ALREADY BEEN REPORTED ON SEVERAL OCCASIONS TO OMEP.   IN ADDITION, A SIDEWALK MUST BE MADE THAT LEADS TO THE EMERGENCY EXIT AND / OR EVICTION FROM THE SCHOOL.",school area roof first second floor joint must cover separation area roof area already report several occasion omep addition sidewalk must make lead emergency exit eviction school,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,0,0,0,1,0,0,0,0,0,0,0
723,Mayagüez,MANUEL MENDEZ LICIAGA	47902,"the court has terrible leaks, rotten bleachers
Parking area shaded 21 years ago with a lot of deterioration
School gates students escape through the broken
Plntel bathrooms from 21 years ago many toilets and urinals out of service slab of peeled walls
Water fountains should be for students to refill bottles not for mouth directly",court terrible leak rotten bleacher park area shade year ago deterioration school gate student escape broken plntel bathroom year ago many toilet urinals service slab peel wall water fountains student refill bottle mouth directly,,,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,0,0,0,1,0,0,1,0,1,0,1,0
724,Mayagüez,ANSELMO VILLARRUBIA	40133,"Roof leaks
roof detachment
Repair of gates
Painting of stairs",roof leak roof detachment repair gate paint stair,,,,1.0,,,,2.0,,,0,0,1,1,1,0,0,0,0,0,1,0
725,Mayagüez,EVA Y PATRIA CUSTODIO	46206,"Leaks in the ceilings, lobby, office, lounges. It gets the entire lobby, office wet and causes damage to equipment. 
The power plant has not been in operation since 2017 and has not yet been fixed.
Electronic whiteboard equipment damaged and needs to be replaced.",leak ceiling lobby office lounge get entire lobby office wet cause damage equipment power plant operation since 0 yet fix electronic whiteboard equipment damage need replace,0.0,0.0,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0,0,0,1,0,1,0,0,0,0,0,0
726,San Juan,RAFAEL MARTINEZ NADAL	75705,"For two years the school has been closed, it has not been given any maintenance, the building encounters pests such as termites. The structure problem is supposedly the short columns as it did not suffer any infrastructure problems during the tremors. Engineers who visited indicated that the school does not require maintenance-only repairs. The school is a refuge, it has valuable technology that is deteriorating and the solar panels are being wasted. Nature is taking over the school. The nursery is already lost by not receiving maintenance. Pipes can be affected by not being used and lamps are mostly molten. The school was in perfect condition is deteriorating due to lack of use and maintenance.  ",two year school close give maintenance build encounter pest termite structure problem supposedly short column suffer infrastructure problem tremor engineer visit indicated school require maintenance repair school refuge valuable technology deteriorate solar panel waste nature take school nursery already lose receive maintenance pipe affect used lamp mostly molten school perfect condition deteriorate due lack use maintenance,,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,1,0,0,0,0,0,0,0,0,0,0,1
727,Mayagüez,SU JUAN CANCIO ORTIZ DE LA RENTA	41570,"1. 2 Buildings closed since the tremors, two with short column (Implies 7 affected classrooms by which there is Alternate Organization) 2. Leaks in the ceilings in almost all rooms. 3. There are several rooms that when it rains hard the water enters the rooms. 4. Problems with moisture eater and fungi 5. Roof of the court in total deterioration. (Gets wet as it has caught mold)",building close since tremor two short column implies affect classroom alternate organization leak ceiling almost room several room rain hard water enters room problem moisture eater fungi roof court total deterioration get wet caught mold,,2.0,,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1,0,0,1,1,1,1,0,0,0,0,0
728,Mayagüez,CARMEN CASASUS MARTI	47605,"1.Painting of the school in general 2.Land of eviction, weeding and conditioning 3. Improvements in the ramp 4.Cinterna of water for the bathrooms 5.Electric generator.",paint school general land eviction weed condition improvement ramp cinterna water bathroom electric generator,,,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,0,1,0,0,0,0,1,0,0,0,0
729,San Juan,NUEVA ELEM BO QUEBRADA NEGRITO	79087,"1.Fumigation of comejen and rats- school in rural area
2. Deteriorated, damaged bathrooms and lighting of bathrooms and other areas. 
3. Uninsembled used water pump -(2nd pump)
4.Leaks in roofs (may occasional falls of employees)
5.Arrangement of fire alarm system and emergency exit system.",fumigation comejen rat school rural area deteriorate damage bathroom light bathroom area uninsembled used water pump nd pump leak roof may occasional fall employee arrangement fire alarm system emergency exit system,3.0,,3.0,0.0,3.0,0.0,3.0,2.0,1.0,0.0,0,0,0,1,1,0,0,0,0,0,0,1
730,Mayagüez,SU CONCHITA IGUARTUA DE SUAREZ	40462,"Currently the school has an enrollment of 738 primary level students. 
1. There is a need for offices, lounges.
2. In addition a larger school canteen and a larger library.  
3. On the other hand, the school has the agriculture program and has the need to prepare (maintenance, felling of the area) a land adjacent to the school that belongs to it in order to carry out the activities required in the agriculture program. 
4. Teacher Parking Area (paving)
5. Sidewalk improvements and creation of new sidewalks for traffic safety.",currently school enrollment primary level student need office lounge addition large school canteen large library hand school agriculture program need prepare maintenance fell area land adjacent school belongs order carry activity require agriculture program teacher park area pave sidewalk improvement creation new sidewalk traffic safety,,,,2.0,0.0,0.0,0.0,1.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0
731,Mayagüez,SU MAXIMINO A SALAS	43745,"1. Septic tank must be fixed. OMEP is aware of the situation.
2. Annexed rooms must be arranged (columns) OMEP and AFI know the need
3. We need a roof of the court so that the children are not in the sun
4. Spanish room waiting to be melted.",septic tank must fix omep aware situation annexed room must arrange column omep afi need need roof court child sun spanish room wait melt,,,,2.0,4.0,2.0,2.0,3.0,2.0,4.0,0,0,0,0,1,0,0,0,0,0,0,0
732,Mayagüez,SU FRANCISCO MARIA  QUIÑONES	43398,The building of the Intermediate still do not know what will happen with it if they are going to fix it or demolish it,build intermediate happen go fix demolish,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
