,NameFilter,RoomModelId,ProjectName,RoomId,RoomName,Name2,Cluster,Label,Label2
12558,sml studio,736638996,JAYHAWK - NORTH BUILDING,736638996:1600967,STUDIO (SML-14),studio (sml ),a-1,storage stor,Junk
12559,sml studio,736638996,JAYHAWK - NORTH BUILDING,736638996:2736087,STUDIO (SML-12),studio (sml ),a-1,storage stor,Junk
12560,sml studio,736638996,JAYHAWK - NORTH BUILDING,736638996:1601151,STUDIO (SML-12),studio (sml ),a-1,storage stor,Junk
12561,sml studio,736638996,JAYHAWK - NORTH BUILDING,736638996:2734921,STUDIO (SML-12),studio (sml ),a-1,storage stor,Junk
12562,sml studio,-327458645,JAYHAWK - NORTH BUILDING,-327458645:2220881,STUDIO (SML-12),studio (sml ),a-1,storage stor,Junk
12563,sml studio,736638996,JAYHAWK - NORTH BUILDING,736638996:2734611,STUDIO (SML-12),studio (sml ),a-1,storage stor,Junk
12564,sml studio,736638996,JAYHAWK - NORTH BUILDING,736638996:2217107,STUDIO (SML-12),studio (sml ),a-1,storage stor,Junk
12565,sml studio,736638996,JAYHAWK - NORTH BUILDING,736638996:2734924,STUDIO (SML-12),studio (sml ),a-1,storage stor,Junk
12566,sml studio,736638996,JAYHAWK - NORTH BUILDING,736638996:2736170,STUDIO (SML-12),studio (sml ),a-1,storage stor,Junk
12567,sml studio,736638996,JAYHAWK - NORTH BUILDING,736638996:2223465,STUDIO (SML-12),studio (sml ),a-1,storage stor,Junk
12568,sml studio,736638996,JAYHAWK - NORTH BUILDING,736638996:2124715,STUDIO (SML-12),studio (sml ),a-1,storage stor,Junk
12569,smoker,-1245718899,PROJECT SNOWBIRD,-1245718899:4129286,SMOKER'S CANOPY 18'x40',smoker's canopy 'x',a-1,storage stor,Junk
12570,soc,1669666760,USAA COLORADO SPRINGS INTERIORS PROJECT,1669666760:1703042,SOC,soc,a30,cust mpoe,Junk
12571,soc,1634878593,USAA COLORADO SPRINGS INTERIORS PROJECT,1634878593:1703042,SOC,soc,a30,cust mpoe,Junk
12572,soc,921357226,USAA COLORADO SPRINGS INTERIORS PROJECT,921357226:1703042,SOC,soc,a30,cust mpoe,Junk
12573,soc,-222432855,USAA COLORADO SPRINGS INTERIORS PROJECT,-222432855:1703042,SOC,soc,a30,cust mpoe,Junk
12574,soft,1623609429,PINAL COUNTY ATTORNEY'S OFFICE,1623609429:2900113,SOFT ROOM,soft room,a20,huddle seating seated,Junk
12575,souvenirs,-924008420,MADINAH GATE,-924008420:2952708,SOUVENIRS,souvenirs,a14,storage gallery,Storage
12576,souvenirs,-924008420,MADINAH GATE,-924008420:4012623,SOUVENIRS,souvenirs,a14,storage gallery,Storage
12577,souvenirs,-924008420,MADINAH GATE,-924008420:5674519,SOUVENIRS,souvenirs,a14,storage gallery,Storage
12578,staff,1492662939,STUDENT SERVICES COMPLEX,1492662939:4503832,STAFF RR,staff rr,a29,resource work,Restroom
12579,staff,1492662939,STUDENT SERVICES COMPLEX,1492662939:4423291,STAFF RR,staff rr,a29,resource work,Restroom
12580,staff,-532095894,"2468 Jackson Street          Laramie, WY 82070",-532095894:3175950,ENGINEER STAFF,engineer staff,a29,resource work,Junk
12582,staff,-1600956486,ANADARKO,-1600956486:3850717,STAFF ROOM,staff room,a29,resource work,Junk
12583,staff,1583628768,"2468 Jackson Street          Laramie, WY 82070",1583628768:3175950,ENGINEER STAFF,engineer staff,a29,resource work,Junk
12585,staff,1492662939,STUDENT SERVICES COMPLEX,1492662939:3774441,STAFF RR,staff rr,a29,resource work,Restroom
12589,staff,1492662939,STUDENT SERVICES COMPLEX,1492662939:4728791,STAFF RR,staff rr,a29,resource work,Restroom
12591,staff,-449986946,USAA COLORADO SPRINGS INTERIORS PROJECT,-449986946:1987816,STAFF RR,staff rr,a29,resource work,Restroom
12593,staff,1492662939,STUDENT SERVICES COMPLEX,1492662939:4441266,STAFF RR,staff rr,a29,resource work,Restroom
12599,staff,1428143106,CORVALLIS SD - GENDER INCLUSIVE STUDY,1428143106:3082467,STAFF RESTOOM,staff restoom,a29,resource work,Storage
12601,staff,1492662939,STUDENT SERVICES COMPLEX,1492662939:4492156,STAFF RR,staff rr,a29,resource work,Restroom
12604,staff,-1642606681,LINCOLN HEALTH CENTER,-1642606681:2548807,STAFF,staff,a29,resource work,Junk
12611,staff,-1642606681,LINCOLN HEALTH CENTER,-1642606681:2548848,STAFF RR #3,staff rr #,a29,resource work,Restroom
12612,staff,1492662939,STUDENT SERVICES COMPLEX,1492662939:4503823,STAFF RR,staff rr,a29,resource work,Restroom
12613,staging,1275632693,THE PORTLAND BUILDING RECONSTRUCTION PROJECT,1275632693:23299444,STAGING,staging,a-1,storage stor,Junk
12614,staging,1275632693,THE PORTLAND BUILDING RECONSTRUCTION PROJECT,1275632693:9862156,STAGING,staging,a-1,storage stor,Junk
12615,stair,1275632693,THE PORTLAND BUILDING RECONSTRUCTION PROJECT,1275632693:19031980,STAIR 1,stair,a18,bike bikes stairs stair,Stairs
12616,stair,-1790933234,1490 CURTIS STREET REPOSITIONING,-1790933234:3526669,STAIR B-2,stair b,a18,bike bikes stairs stair,Stairs
12617,stair,311705076,"REPO (Real Estate Portfolio Office, Inc.)",311705076:2244503,STAIR B,stair b,a18,bike bikes stairs stair,Stairs
12618,stair,-1790933234,1490 CURTIS STREET REPOSITIONING,-1790933234:3587122,STAIR A,stair a,a18,bike bikes stairs stair,Stairs
12619,stair,311705076,"REPO (Real Estate Portfolio Office, Inc.)",311705076:2292033,STAIR B,stair b,a18,bike bikes stairs stair,Stairs
12620,stair,-698930271,POV T1 BLOCK A & C,-698930271:23660194,STAIR B,stair b,a18,bike bikes stairs stair,Stairs
12621,stair,-1790933234,1490 CURTIS STREET REPOSITIONING,-1790933234:2504153,STAIR B,stair b,a18,bike bikes stairs stair,Stairs
12622,stair,1275632693,THE PORTLAND BUILDING RECONSTRUCTION PROJECT,1275632693:23273124,STAIR 1,stair,a18,bike bikes stairs stair,Stairs
12623,stair,-1755606837,BLOCK 38,-1755606837:2375729,STAIR #2,stair #,a18,bike bikes stairs stair,Stairs
12624,stair,-1755606837,BLOCK 38,-1755606837:7346879,STAIR #2,stair #,a18,bike bikes stairs stair,Stairs
12625,stair,1275632693,THE PORTLAND BUILDING RECONSTRUCTION PROJECT,1275632693:23297057,STAIR 3,stair,a18,bike bikes stairs stair,Stairs
12626,stair,-287322481,BLOCK 38,-287322481:5397055,STAIR #2,stair #,a18,bike bikes stairs stair,Stairs
12627,stair,-222432855,USAA COLORADO SPRINGS INTERIORS PROJECT,-222432855:1703240,STAIR 4,stair,a18,bike bikes stairs stair,Stairs
12628,stair,1774389068,"REPO (Real Estate Portfolio Office, Inc.)",1774389068:2244503,STAIR B,stair b,a18,bike bikes stairs stair,Stairs
12629,stair,1085433047,TERMINAL 1,1085433047:3520254,STAIR B,stair b,a18,bike bikes stairs stair,Stairs
12630,stair,1492662939,STUDENT SERVICES COMPLEX,1492662939:5611561,SOCIAL STAIR,social stair,a18,bike bikes stairs stair,Stairs
12631,stair,-287322481,BLOCK 38,-287322481:7343397,STAIR #3,stair #,a18,bike bikes stairs stair,Stairs
12632,stair,-1001064926,BENNINGTON SCHOOL DISTRICT OFFICE 2ND FLOOR FIT-OUT,-1001064926:3469097,STAIR,stair,a18,bike bikes stairs stair,Stairs
12633,stair,-222432855,USAA COLORADO SPRINGS INTERIORS PROJECT,-222432855:3158872,STAIR 2,stair,a18,bike bikes stairs stair,Stairs
12634,stair,921357226,USAA COLORADO SPRINGS INTERIORS PROJECT,921357226:1703250,STAIR 5,stair,a18,bike bikes stairs stair,Stairs
12635,stair,324661123,SEA 140 - EMPIRE,324661123:4682140,STAIR,stair,a18,bike bikes stairs stair,Stairs
12636,stair,1275632693,THE PORTLAND BUILDING RECONSTRUCTION PROJECT,1275632693:23302304,STAIR 1,stair,a18,bike bikes stairs stair,Stairs
12637,stair,1529473299,KU South,1529473299:17497970,STAIR,stair,a18,bike bikes stairs stair,Stairs
12638,stair,1634878593,USAA COLORADO SPRINGS INTERIORS PROJECT,1634878593:1703638,STAIR 5,stair,a18,bike bikes stairs stair,Stairs
12639,stair,1275632693,THE PORTLAND BUILDING RECONSTRUCTION PROJECT,1275632693:23301946,STAIR 2,stair,a18,bike bikes stairs stair,Stairs
12640,stair,-1996944146,T3 OFFICE - NASHVILLE,-1996944146:2411423,STAIR 3,stair,a18,bike bikes stairs stair,Stairs
12641,stair,-1996944146,T3 OFFICE - NASHVILLE,-1996944146:5062606,STAIR 3A,stair a,a18,bike bikes stairs stair,Stairs
12642,stair,921357226,USAA COLORADO SPRINGS INTERIORS PROJECT,921357226:3158870,STAIR 2,stair,a18,bike bikes stairs stair,Stairs
12643,stair,1669666760,USAA COLORADO SPRINGS INTERIORS PROJECT,1669666760:1703643,STAIR 4,stair,a18,bike bikes stairs stair,Stairs
12644,stair,-287322481,BLOCK 38,-287322481:5416521,STAIR #2,stair #,a18,bike bikes stairs stair,Stairs
12645,stair,-222432855,USAA COLORADO SPRINGS INTERIORS PROJECT,-222432855:3158879,STAIR 3,stair,a18,bike bikes stairs stair,Stairs
12646,stair,-1443774924,POV T1 BLOCK A & C,-1443774924:23660194,STAIR B,stair b,a18,bike bikes stairs stair,Stairs
12647,stair,1270479452,UNIVERSITY PLACE,1270479452:5493633,STAIR 1,stair,a18,bike bikes stairs stair,Stairs
12648,stair,1634878593,USAA COLORADO SPRINGS INTERIORS PROJECT,1634878593:1703379,STAIR 3,stair,a18,bike bikes stairs stair,Stairs
12649,stair,-1320450946,MEDICAL OFFICE BLDG ADDITION,-1320450946:3415724,STAIR,stair,a18,bike bikes stairs stair,Stairs
12650,stair,921357226,USAA COLORADO SPRINGS INTERIORS PROJECT,921357226:1703240,STAIR 4,stair,a18,bike bikes stairs stair,Stairs
12651,stair,1623609429,PINAL COUNTY ATTORNEY'S OFFICE,1623609429:2867925,EAST STAIR,east stair,a18,bike bikes stairs stair,Stairs
12652,stair,-698930271,POV T1 BLOCK A & C,-698930271:23660201,STAIR B,stair b,a18,bike bikes stairs stair,Stairs
12653,stair,1634878593,USAA COLORADO SPRINGS INTERIORS PROJECT,1634878593:3158872,STAIR 2,stair,a18,bike bikes stairs stair,Stairs
12654,stair,-222432855,USAA COLORADO SPRINGS INTERIORS PROJECT,-222432855:1703429,STAIR 4,stair,a18,bike bikes stairs stair,Stairs
12655,stair,1274885439,GOOGLE BUILDING E,1274885439:11424486,STAIR 02,stair,a18,bike bikes stairs stair,Stairs
12656,stair,-1084757758,BUILDING 1,-1084757758:1167680,STAIR 1,stair,a18,bike bikes stairs stair,Stairs
12657,stair,1270479452,UNIVERSITY PLACE,1270479452:5493326,STAIR 2,stair,a18,bike bikes stairs stair,Stairs
12658,stair,-1996944146,T3 OFFICE - NASHVILLE,-1996944146:2610808,STAIR 1,stair,a18,bike bikes stairs stair,Stairs
12659,stair,1275632693,THE PORTLAND BUILDING RECONSTRUCTION PROJECT,1275632693:19032083,STAIR 1,stair,a18,bike bikes stairs stair,Stairs
12660,stair,-1755606837,BLOCK 38,-1755606837:6234703,STAIR #3,stair #,a18,bike bikes stairs stair,Stairs
12661,stair,1669666760,USAA COLORADO SPRINGS INTERIORS PROJECT,1669666760:1703379,STAIR 3,stair,a18,bike bikes stairs stair,Stairs
12662,stair,1275632693,THE PORTLAND BUILDING RECONSTRUCTION PROJECT,1275632693:19032051,STAIR 1,stair,a18,bike bikes stairs stair,Stairs
12663,stair,1910451546,SEA 140 - EMPIRE,1910451546:4681483,STAIR,stair,a18,bike bikes stairs stair,Stairs
12664,stair,1275632693,THE PORTLAND BUILDING RECONSTRUCTION PROJECT,1275632693:23293012,STAIR 1,stair,a18,bike bikes stairs stair,Stairs
12665,stair,324661123,SEA 140 - EMPIRE,324661123:4681406,STAIR,stair,a18,bike bikes stairs stair,Stairs
12666,stair,1669666760,USAA COLORADO SPRINGS INTERIORS PROJECT,1669666760:1703250,STAIR 5,stair,a18,bike bikes stairs stair,Stairs
12667,stair,1669666760,USAA COLORADO SPRINGS INTERIORS PROJECT,1669666760:1703368,STAIR 1,stair,a18,bike bikes stairs stair,Stairs
12668,stair,-287322481,BLOCK 38,-287322481:16455584,STAIR #8,stair #,a18,bike bikes stairs stair,Stairs
12669,stair,1634878593,USAA COLORADO SPRINGS INTERIORS PROJECT,1634878593:1703250,STAIR 5,stair,a18,bike bikes stairs stair,Stairs
12670,stair,-1220827535,APPLE BOULDER,-1220827535:3488214,STAIR 1,stair,a18,bike bikes stairs stair,Stairs
12671,stair,-1443774924,POV T1 BLOCK A & C,-1443774924:23309813,STAIR A,stair a,a18,bike bikes stairs stair,Stairs
12672,stair,1275632693,THE PORTLAND BUILDING RECONSTRUCTION PROJECT,1275632693:11745053,STAIR 1,stair,a18,bike bikes stairs stair,Stairs
12673,stair,-222432855,USAA COLORADO SPRINGS INTERIORS PROJECT,-222432855:1703600,STAIR 2,stair,a18,bike bikes stairs stair,Stairs
12674,stair,1634878593,USAA COLORADO SPRINGS INTERIORS PROJECT,1634878593:3158894,STAIR 5,stair,a18,bike bikes stairs stair,Stairs
12675,stair,-1790933234,1490 CURTIS STREET REPOSITIONING,-1790933234:2504180,STAIR B,stair b,a18,bike bikes stairs stair,Stairs
12676,stair,1910451546,SEA 140 - EMPIRE,1910451546:4682596,STAIR,stair,a18,bike bikes stairs stair,Stairs
12677,stair,1669666760,USAA COLORADO SPRINGS INTERIORS PROJECT,1669666760:1703188,STAIR 1,stair,a18,bike bikes stairs stair,Stairs
12678,stair,1910451546,SEA 140 - EMPIRE,1910451546:4682003,STAIR,stair,a18,bike bikes stairs stair,Stairs
12679,stair,1910451546,SEA 140 - EMPIRE,1910451546:4682140,STAIR,stair,a18,bike bikes stairs stair,Stairs
12680,stair,-287322481,BLOCK 38,-287322481:5416734,STAIR #2,stair #,a18,bike bikes stairs stair,Stairs
12681,stair,-1790933234,1490 CURTIS STREET REPOSITIONING,-1790933234:2504135,STAIR B,stair b,a18,bike bikes stairs stair,Stairs
12682,stair,1634878593,USAA COLORADO SPRINGS INTERIORS PROJECT,1634878593:3158870,STAIR 2,stair,a18,bike bikes stairs stair,Stairs
12683,stair,1634878593,USAA COLORADO SPRINGS INTERIORS PROJECT,1634878593:1703643,STAIR 4,stair,a18,bike bikes stairs stair,Stairs
12684,stair,-1790933234,1490 CURTIS STREET REPOSITIONING,-1790933234:2504189,STAIR B,stair b,a18,bike bikes stairs stair,Stairs
12685,stair,-1755606837,BLOCK 38,-1755606837:6234799,STAIR #1,stair #,a18,bike bikes stairs stair,Stairs
12686,stair,1275632693,THE PORTLAND BUILDING RECONSTRUCTION PROJECT,1275632693:23336319,STAIR 1,stair,a18,bike bikes stairs stair,Stairs
12687,stair,1529473299,KU South,1529473299:5659484,STAIR,stair,a18,bike bikes stairs stair,Stairs
12688,stair,-1755606837,BLOCK 38,-1755606837:9178892,STAIR #3,stair #,a18,bike bikes stairs stair,Stairs
12689,stair,1275632693,THE PORTLAND BUILDING RECONSTRUCTION PROJECT,1275632693:4615905,STAIR 2,stair,a18,bike bikes stairs stair,Stairs
12690,stair,-1755606837,BLOCK 38,-1755606837:2741928,STAIR #2,stair #,a18,bike bikes stairs stair,Stairs
12691,stair,350071974,WEIR'S PLAZA,350071974:3284458,STAIR 1,stair,a18,bike bikes stairs stair,Stairs
12692,stair,921357226,USAA COLORADO SPRINGS INTERIORS PROJECT,921357226:3158877,STAIR 1,stair,a18,bike bikes stairs stair,Stairs
12693,stair,2035335354,MICROSS,2035335354:2871192,STAIR B,stair b,a18,bike bikes stairs stair,Stairs
12694,stair,1529473299,KU South,1529473299:17499121,STAIR,stair,a18,bike bikes stairs stair,Stairs
12695,stair,-352492920,POV T1 BLOCK A & C,-352492920:23309813,STAIR A,stair a,a18,bike bikes stairs stair,Stairs
12696,stair,-352492920,POV T1 BLOCK A & C,-352492920:23309822,STAIR C,stair c,a18,bike bikes stairs stair,Stairs
12697,stair,-222432855,USAA COLORADO SPRINGS INTERIORS PROJECT,-222432855:1703601,STAIR 3,stair,a18,bike bikes stairs stair,Stairs
12698,stair,324661123,SEA 140 - EMPIRE,324661123:4682596,STAIR,stair,a18,bike bikes stairs stair,Stairs
12699,stair,-1790933234,1490 CURTIS STREET REPOSITIONING,-1790933234:2504197,STAIR A,stair a,a18,bike bikes stairs stair,Stairs
12700,stair,2035335354,MICROSS,2035335354:2970640,STAIR,stair,a18,bike bikes stairs stair,Stairs
12701,stair,921357226,USAA COLORADO SPRINGS INTERIORS PROJECT,921357226:3158879,STAIR 3,stair,a18,bike bikes stairs stair,Stairs
12702,stair,-287322481,BLOCK 38,-287322481:16455565,STAIR #6,stair #,a18,bike bikes stairs stair,Stairs
12703,stair,324661123,SEA 140 - EMPIRE,324661123:4681483,STAIR,stair,a18,bike bikes stairs stair,Stairs
12704,stair,-1996944146,T3 OFFICE - NASHVILLE,-1996944146:2390538,STAIR 3A,stair a,a18,bike bikes stairs stair,Stairs
12705,stair,1275632693,THE PORTLAND BUILDING RECONSTRUCTION PROJECT,1275632693:19032076,STAIR 1,stair,a18,bike bikes stairs stair,Stairs
12706,stair,-287322481,BLOCK 38,-287322481:5416359,STAIR #3,stair #,a18,bike bikes stairs stair,Stairs
12707,stair,-287322481,BLOCK 38,-287322481:7361157,STAIR #1,stair #,a18,bike bikes stairs stair,Stairs
12708,stair,1669666760,USAA COLORADO SPRINGS INTERIORS PROJECT,1669666760:3158870,STAIR 2,stair,a18,bike bikes stairs stair,Stairs
12709,stair,1669666760,USAA COLORADO SPRINGS INTERIORS PROJECT,1669666760:3158879,STAIR 3,stair,a18,bike bikes stairs stair,Stairs
12710,stair,1275632693,THE PORTLAND BUILDING RECONSTRUCTION PROJECT,1275632693:19034078,STAIR 2,stair,a18,bike bikes stairs stair,Stairs
12711,stair,1669666760,USAA COLORADO SPRINGS INTERIORS PROJECT,1669666760:3158881,STAIR 4,stair,a18,bike bikes stairs stair,Stairs
12712,stair,1275632693,THE PORTLAND BUILDING RECONSTRUCTION PROJECT,1275632693:19034070,STAIR 2,stair,a18,bike bikes stairs stair,Stairs
12713,stair,-1755606837,BLOCK 38,-1755606837:2375737,STAIR #2,stair #,a18,bike bikes stairs stair,Stairs
12714,stair,-1755606837,BLOCK 38,-1755606837:9764534,STAIR #2,stair #,a18,bike bikes stairs stair,Stairs
12715,stair,1275632693,THE PORTLAND BUILDING RECONSTRUCTION PROJECT,1275632693:23318679,STAIR 2,stair,a18,bike bikes stairs stair,Stairs
12716,stair,1275632693,THE PORTLAND BUILDING RECONSTRUCTION PROJECT,1275632693:23278314,STAIR 2,stair,a18,bike bikes stairs stair,Stairs
12718,stair,-222432855,USAA COLORADO SPRINGS INTERIORS PROJECT,-222432855:1703188,STAIR 1,stair,a18,bike bikes stairs stair,Stairs
12719,stair,736638996,JAYHAWK - NORTH BUILDING,736638996:2702041,STAIR,stair,a18,bike bikes stairs stair,Stairs
12720,stair,1669666760,USAA COLORADO SPRINGS INTERIORS PROJECT,1669666760:1703601,STAIR 3,stair,a18,bike bikes stairs stair,Stairs
12721,stair,-1996944146,T3 OFFICE - NASHVILLE,-1996944146:2411396,STAIR 2,stair,a18,bike bikes stairs stair,Stairs
12722,stair,-1755606837,BLOCK 38,-1755606837:6236021,STAIR #3,stair #,a18,bike bikes stairs stair,Stairs
12723,stair,-222432855,USAA COLORADO SPRINGS INTERIORS PROJECT,-222432855:1703250,STAIR 5,stair,a18,bike bikes stairs stair,Stairs
12724,stair,-1755606837,BLOCK 38,-1755606837:6200302,STAIR #4,stair #,a18,bike bikes stairs stair,Stairs
12725,stair,1275632693,THE PORTLAND BUILDING RECONSTRUCTION PROJECT,1275632693:4621203,STAIR 2,stair,a18,bike bikes stairs stair,Stairs
12726,stair,921357226,USAA COLORADO SPRINGS INTERIORS PROJECT,921357226:1703600,STAIR 2,stair,a18,bike bikes stairs stair,Stairs
12727,stair,-1130257448,MGC Law,-1130257448:3470270,STAIR 2,stair,a18,bike bikes stairs stair,Stairs
12728,stair,-1790933234,1490 CURTIS STREET REPOSITIONING,-1790933234:2504143,STAIR A,stair a,a18,bike bikes stairs stair,Stairs
12729,stair,1623609429,PINAL COUNTY ATTORNEY'S OFFICE,1623609429:2868867,WEST STAIR,west stair,a18,bike bikes stairs stair,Stairs
12730,stair,1623609429,PINAL COUNTY ATTORNEY'S OFFICE,1623609429:2867928,WEST STAIR,west stair,a18,bike bikes stairs stair,Stairs
12731,stair,-1996944146,T3 OFFICE - NASHVILLE,-1996944146:2366508,STAIR 3A,stair a,a18,bike bikes stairs stair,Stairs
12732,stair,-1755606837,BLOCK 38,-1755606837:6511829,STAIR #1,stair #,a18,bike bikes stairs stair,Stairs
12733,stair,311705076,"REPO (Real Estate Portfolio Office, Inc.)",311705076:2207208,STAIR A,stair a,a18,bike bikes stairs stair,Stairs
12734,stair,324661123,SEA 140 - EMPIRE,324661123:4681440,STAIR,stair,a18,bike bikes stairs stair,Stairs
12735,stair,1669666760,USAA COLORADO SPRINGS INTERIORS PROJECT,1669666760:1703445,STAIR 6,stair,a18,bike bikes stairs stair,Stairs
12736,stair,-287322481,BLOCK 38,-287322481:7343384,STAIR #2,stair #,a18,bike bikes stairs stair,Stairs
12738,stair,10332910,BUILDING 1,10332910:4517091,STAIR 2,stair,a18,bike bikes stairs stair,Stairs
12739,stair,1274885439,GOOGLE BUILDING E,1274885439:8650605,STAIR 02,stair,a18,bike bikes stairs stair,Stairs
12740,stair,614804390,UNIVERSITY PLACE,614804390:9731823,STAIR 1,stair,a18,bike bikes stairs stair,Stairs
12741,stair,1275632693,THE PORTLAND BUILDING RECONSTRUCTION PROJECT,1275632693:23297135,STAIR 1,stair,a18,bike bikes stairs stair,Stairs
12742,stair,1270479452,UNIVERSITY PLACE,1270479452:5492427,STAIR 2,stair,a18,bike bikes stairs stair,Stairs
12743,stair,1275632693,THE PORTLAND BUILDING RECONSTRUCTION PROJECT,1275632693:23293013,STAIR 2,stair,a18,bike bikes stairs stair,Stairs
12744,stair,194731251,USAA CO3E RENOVATION,194731251:2743580,STAIR,stair,a18,bike bikes stairs stair,Stairs
12745,stair,1623609429,PINAL COUNTY ATTORNEY'S OFFICE,1623609429:2868876,EAST STAIR,east stair,a18,bike bikes stairs stair,Stairs
12746,stair,-1789754593,POV T1 BLOCK A & C,-1789754593:3970960,STAIR A,stair a,a18,bike bikes stairs stair,Stairs
12747,stair,311705076,"REPO (Real Estate Portfolio Office, Inc.)",311705076:2246144,STAIR A,stair a,a18,bike bikes stairs stair,Stairs
12748,stair,-1443774924,POV T1 BLOCK A & C,-1443774924:23660213,STAIR B,stair b,a18,bike bikes stairs stair,Stairs
12749,stair,-1755606837,BLOCK 38,-1755606837:6226061,STAIR #1,stair #,a18,bike bikes stairs stair,Stairs
12750,stair,-1789754593,POV T1 BLOCK A & C,-1789754593:3970961,STAIR C,stair c,a18,bike bikes stairs stair,Stairs
12751,stair,1910451546,SEA 140 - EMPIRE,1910451546:5707303,STAIR,stair,a18,bike bikes stairs stair,Stairs
12752,stair,-1790933234,1490 CURTIS STREET REPOSITIONING,-1790933234:2504198,STAIR B,stair b,a18,bike bikes stairs stair,Stairs
12753,stair,1634878593,USAA COLORADO SPRINGS INTERIORS PROJECT,1634878593:3158877,STAIR 1,stair,a18,bike bikes stairs stair,Stairs
12754,stair,-1755606837,BLOCK 38,-1755606837:1018587,STAIR #4,stair #,a18,bike bikes stairs stair,Stairs
12755,stair,1275632693,THE PORTLAND BUILDING RECONSTRUCTION PROJECT,1275632693:19032044,STAIR 1,stair,a18,bike bikes stairs stair,Stairs
12756,stair,-1755606837,BLOCK 38,-1755606837:2375715,STAIR #2,stair #,a18,bike bikes stairs stair,Stairs
12757,stair,1275632693,THE PORTLAND BUILDING RECONSTRUCTION PROJECT,1275632693:23275491,STAIR 2,stair,a18,bike bikes stairs stair,Stairs
12758,stair,1085433047,TERMINAL 1,1085433047:3519344,STAIR D,stair d,a18,bike bikes stairs stair,Stairs
12759,stair,1275632693,THE PORTLAND BUILDING RECONSTRUCTION PROJECT,1275632693:23334460,STAIR 2,stair,a18,bike bikes stairs stair,Stairs
12760,stair,1623609429,PINAL COUNTY ATTORNEY'S OFFICE,1623609429:2579161,WEST STAIR,west stair,a18,bike bikes stairs stair,Stairs
12761,stair,-1996944146,T3 OFFICE - NASHVILLE,-1996944146:2408625,STAIR 2,stair,a18,bike bikes stairs stair,Stairs
12762,stair,1275632693,THE PORTLAND BUILDING RECONSTRUCTION PROJECT,1275632693:23327759,STAIR 1,stair,a18,bike bikes stairs stair,Stairs
12763,stair,614804390,UNIVERSITY PLACE,614804390:5492427,STAIR 2,stair,a18,bike bikes stairs stair,Stairs
12764,stair,1669666760,USAA COLORADO SPRINGS INTERIORS PROJECT,1669666760:1703240,STAIR 4,stair,a18,bike bikes stairs stair,Stairs
12765,stair,-1755606837,BLOCK 38,-1755606837:7346899,STAIR #3,stair #,a18,bike bikes stairs stair,Stairs
12767,stair,1275632693,THE PORTLAND BUILDING RECONSTRUCTION PROJECT,1275632693:23273125,STAIR 2,stair,a18,bike bikes stairs stair,Stairs
12768,stair,-1012654105,GRANITE TOWER,-1012654105:3281938,STAIR,stair,a18,bike bikes stairs stair,Stairs
12769,stair,1669666760,USAA COLORADO SPRINGS INTERIORS PROJECT,1669666760:1703429,STAIR 4,stair,a18,bike bikes stairs stair,Stairs
12770,stair,1910451546,SEA 140 - EMPIRE,1910451546:4681446,STAIR,stair,a18,bike bikes stairs stair,Stairs
12771,stair,-352492920,POV T1 BLOCK A & C,-352492920:23660213,STAIR B,stair b,a18,bike bikes stairs stair,Stairs
12772,stair,1275632693,THE PORTLAND BUILDING RECONSTRUCTION PROJECT,1275632693:19032091,STAIR 1,stair,a18,bike bikes stairs stair,Stairs
12773,stair,1275632693,THE PORTLAND BUILDING RECONSTRUCTION PROJECT,1275632693:23295807,STAIR 1 TRANSFER,stair  transfer,a18,bike bikes stairs stair,Stairs
12774,stair,-1790933234,1490 CURTIS STREET REPOSITIONING,-1790933234:3526662,STAIR A,stair a,a18,bike bikes stairs stair,Stairs
12775,stair,675219469,"REPO (Real Estate Portfolio Office, Inc.)",675219469:2207208,STAIR A,stair a,a18,bike bikes stairs stair,Stairs
12776,stair,1275632693,THE PORTLAND BUILDING RECONSTRUCTION PROJECT,1275632693:19034062,STAIR 2,stair,a18,bike bikes stairs stair,Stairs
12777,stair,921357226,USAA COLORADO SPRINGS INTERIORS PROJECT,921357226:3158872,STAIR 2,stair,a18,bike bikes stairs stair,Stairs
12778,stair,1275632693,THE PORTLAND BUILDING RECONSTRUCTION PROJECT,1275632693:19034060,STAIR 2,stair,a18,bike bikes stairs stair,Stairs
12779,stair,-1755606837,BLOCK 38,-1755606837:934686,STAIR #3,stair #,a18,bike bikes stairs stair,Stairs
12780,stair,324661123,SEA 140 - EMPIRE,324661123:4681448,STAIR,stair,a18,bike bikes stairs stair,Stairs
12781,stair,1275632693,THE PORTLAND BUILDING RECONSTRUCTION PROJECT,1275632693:9071871,STAIR 1 TRANSFER,stair  transfer,a18,bike bikes stairs stair,Stairs
12782,stair,1274885439,GOOGLE BUILDING E,1274885439:11424500,STAIR 04,stair,a18,bike bikes stairs stair,Stairs
12783,stair,-1755606837,BLOCK 38,-1755606837:6226057,STAIR #3,stair #,a18,bike bikes stairs stair,Stairs
12784,stair,1623609429,PINAL COUNTY ATTORNEY'S OFFICE,1623609429:2995231,EAST STAIR,east stair,a18,bike bikes stairs stair,Stairs
12785,stair,350071974,WEIR'S PLAZA,350071974:3320910,STAIR 4,stair,a18,bike bikes stairs stair,Stairs
